,Names,Profile URLs
282,Daniel Best,https://pureportal.coventry.ac.uk/en/persons/daniel-best/publications/
283,Katerina Beta,https://pureportal.coventry.ac.uk/en/persons/katerina-beta/publications/
284,Gary Betts,https://pureportal.coventry.ac.uk/en/persons/gary-betts/publications/
285,Mike Betts,https://pureportal.coventry.ac.uk/en/persons/mike-betts/publications/
286,Rachel Bevins,https://pureportal.coventry.ac.uk/en/persons/rachel-bevins/publications/
287,Gurdeep Bhachu,https://pureportal.coventry.ac.uk/en/persons/gurdeep-bhachu/publications/
288,Deepali Bhagat,https://pureportal.coventry.ac.uk/en/persons/deepali-bhagat/publications/
289,Rohit Bhagat,https://pureportal.coventry.ac.uk/en/persons/rohit-bhagat/publications/
290,Shireen Bhairon,https://pureportal.coventry.ac.uk/en/persons/shireen-bhairon-2/publications/
291,Romit Bhandari,https://pureportal.coventry.ac.uk/en/persons/romit-bhandari/publications/
292,Satveer Bhella,https://pureportal.coventry.ac.uk/en/persons/satveer-bhella/publications/
293,Mohammad Rashed Alam Bhuiyan,https://pureportal.coventry.ac.uk/en/persons/mohammad-rashed-alam-bhuiyan/publications/
294,Frank Bierbrauer,https://pureportal.coventry.ac.uk/en/persons/frank-bierbrauer/publications/
295,Jon Biggs,https://pureportal.coventry.ac.uk/en/persons/jon-biggs/publications/
296,Jason Billenness,https://pureportal.coventry.ac.uk/en/persons/jason-billenness/publications/
297,Liliane Binego,https://pureportal.coventry.ac.uk/en/persons/liliane-binego/publications/
298,Elena Bini,https://pureportal.coventry.ac.uk/en/persons/elena-bini/publications/
299,Ijhar Rusli,https://pureportal.coventry.ac.uk/en/persons/ijhar-rusli/publications/
300,Dzariff Bin Zainal Abidin,https://pureportal.coventry.ac.uk/en/persons/dzariff-bin-zainal-abidin/publications/
301,Stewart Birrell,https://pureportal.coventry.ac.uk/en/persons/stewart-birrell/publications/
302,Natalie Louise Bisal,https://pureportal.coventry.ac.uk/en/persons/natalie-louise-bisal/publications/
303,Jess Bishop,https://pureportal.coventry.ac.uk/en/persons/jess-bishop/publications/
304,Lucy Bishop,https://pureportal.coventry.ac.uk/en/persons/lucy-bishop/publications/
305,Daniel Bisig,https://pureportal.coventry.ac.uk/en/persons/daniel-bisig/publications/
306,Matthew Blackett,https://pureportal.coventry.ac.uk/en/persons/matthew-blackett/publications/
307,Joel Blackledge,https://pureportal.coventry.ac.uk/en/persons/joel-blackledge/publications/
308,Hector Blackman,https://pureportal.coventry.ac.uk/en/persons/hector-blackman-2/publications/
309,Hetty Blades,https://pureportal.coventry.ac.uk/en/persons/hetty-blades/publications/
310,Will Blewitt,https://pureportal.coventry.ac.uk/en/persons/will-blewitt/publications/
311,James Blundell,https://pureportal.coventry.ac.uk/en/persons/james-blundell/publications/
312,Mike Blundell,https://pureportal.coventry.ac.uk/en/persons/mike-blundell/publications/
313,Joshua Bluteau,https://pureportal.coventry.ac.uk/en/persons/joshua-bluteau/publications/
314,Patricia Bluteau,https://pureportal.coventry.ac.uk/en/persons/patricia-bluteau/publications/
315,Hong Bo,https://pureportal.coventry.ac.uk/en/persons/hong-bo/publications/
316,Kwabena Appiah Boakye,https://pureportal.coventry.ac.uk/en/persons/kwabena-appiah-boakye/publications/
317,Adam Bogg,https://pureportal.coventry.ac.uk/en/persons/adam-bogg/publications/
318,Kelly Bogue,https://pureportal.coventry.ac.uk/en/persons/kelly-bogue/publications/
319,Anna Bogush,https://pureportal.coventry.ac.uk/en/persons/anna-bogush/publications/
320,Shadi Bokaee,https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee/publications/
321,Samuel Thomas Booth,https://pureportal.coventry.ac.uk/en/persons/samuel-thomas-booth/publications/
322,Willings Botha,https://pureportal.coventry.ac.uk/en/persons/willings-botha/publications/
323,Faouzi Bouali,https://pureportal.coventry.ac.uk/en/persons/faouzi-bouali/publications/
324,Simon Bowie,https://pureportal.coventry.ac.uk/en/persons/simon-bowie/publications/
325,Anna Boyce,https://pureportal.coventry.ac.uk/en/persons/anna-boyce/publications/
326,Sherilyn Boyd,https://pureportal.coventry.ac.uk/en/persons/sherilyn-boyd/publications/
327,Malcolm Bradbrook,https://pureportal.coventry.ac.uk/en/persons/malcolm-bradbrook/publications/
328,Simon Brake,https://pureportal.coventry.ac.uk/en/persons/simon-brake/publications/
329,Boyd Branch,https://pureportal.coventry.ac.uk/en/persons/boyd-branch/publications/
330,Sumeet Brar,https://pureportal.coventry.ac.uk/en/persons/sumeet-brar/publications/
331,Susan Bray,https://pureportal.coventry.ac.uk/en/persons/susan-bray/publications/
332,Josh Brem-Wilson,https://pureportal.coventry.ac.uk/en/persons/josh-brem-wilson/publications/
333,James Brennan,https://pureportal.coventry.ac.uk/en/persons/james-brennan/publications/
334,Ryan Brett,https://pureportal.coventry.ac.uk/en/persons/ryan-brett/publications/
335,Claire Brewis,https://pureportal.coventry.ac.uk/en/persons/claire-brewis/publications/
336,Megan Bridger,https://pureportal.coventry.ac.uk/en/persons/megan-bridger/publications/
337,Hannah Bridgewater,https://pureportal.coventry.ac.uk/en/persons/hannah-bridgewater/publications/
338,Rita Ufuomanefe Bright Ononaye,https://pureportal.coventry.ac.uk/en/persons/rita-ufuomanefe-bright-ononaye/publications/
339,Sarah Brill,https://pureportal.coventry.ac.uk/en/persons/sarah-brill/publications/
340,Alisson Vinicius Brito Lopes,https://pureportal.coventry.ac.uk/en/persons/alisson-vinicius-brito-lopes/publications/
341,Ian Brittain,https://pureportal.coventry.ac.uk/en/persons/ian-brittain/publications/
342,Aurelie Broeckerhoff,https://pureportal.coventry.ac.uk/en/persons/aurelie-broeckerhoff/publications/
343,Katie Brooker,https://pureportal.coventry.ac.uk/en/persons/katie-brooker/publications/
344,Celine Brookes-Smith,https://pureportal.coventry.ac.uk/en/persons/celine-brookes-smith/publications/
345,David Broom,https://pureportal.coventry.ac.uk/en/persons/david-broom/publications/
346,Kevin Broughton,https://pureportal.coventry.ac.uk/en/persons/kevin-broughton/publications/
347,Freddy Brown,https://pureportal.coventry.ac.uk/en/persons/freddy-brown/publications/
348,Geraldine Brown,https://pureportal.coventry.ac.uk/en/persons/geraldine-brown/publications/
349,Holly Naomi Brown,https://pureportal.coventry.ac.uk/en/persons/holly-naomi-brown/publications/
350,Jennifer Brown,https://pureportal.coventry.ac.uk/en/persons/jennifer-brown/publications/
351,Sandra Brown,https://pureportal.coventry.ac.uk/en/persons/sandra-brown/publications/
352,Molly Browne,https://pureportal.coventry.ac.uk/en/persons/molly-browne/publications/
353,Iain Bruce,https://pureportal.coventry.ac.uk/en/persons/iain-bruce/publications/
354,James Brusey,https://pureportal.coventry.ac.uk/en/persons/james-brusey/publications/
355,Jeremy Bryans,https://pureportal.coventry.ac.uk/en/persons/jeremy-bryans/publications/
356,Kimberley Buchan,https://pureportal.coventry.ac.uk/en/persons/kimberley-buchan/publications/
357,Claire Buchanan,https://pureportal.coventry.ac.uk/en/persons/claire-buchanan/publications/
358,Supinder Buchh,https://pureportal.coventry.ac.uk/en/persons/supinder-buchh/publications/
359,Steve Buckley,https://pureportal.coventry.ac.uk/en/persons/steve-buckley/publications/
360,Kim Bul,https://pureportal.coventry.ac.uk/en/persons/kim-bul/publications/
361,Karen Bull,https://pureportal.coventry.ac.uk/en/persons/karen-bull/publications/
362,Lee Bunch,https://pureportal.coventry.ac.uk/en/persons/lee-bunch/publications/
363,Sara Burbi,https://pureportal.coventry.ac.uk/en/persons/sara-burbi/publications/
364,Dee Burdett-Davies,https://pureportal.coventry.ac.uk/en/persons/dee-burdett-davies/publications/
365,Will Burdett-Derby,https://pureportal.coventry.ac.uk/en/persons/will-burdett-derby/publications/
366,M Burhan,https://pureportal.coventry.ac.uk/en/persons/m-burhan/publications/
367,Bernard Burke,https://pureportal.coventry.ac.uk/en/persons/bernie-burke/publications/
368,Joan Burke,https://pureportal.coventry.ac.uk/en/persons/joan-burke/publications/
369,Emma Burnett,https://pureportal.coventry.ac.uk/en/persons/emma-burnett/publications/
370,Amy Burrell,https://pureportal.coventry.ac.uk/en/persons/amy-burrell/publications/
371,Jonathan Burrows,https://pureportal.coventry.ac.uk/en/persons/jonathan-burrows/publications/
372,Mike Burrows,https://pureportal.coventry.ac.uk/en/persons/mike-burrows/publications/
373,Mary Burton,https://pureportal.coventry.ac.uk/en/persons/mary-burton/publications/
374,Joel Busher,https://pureportal.coventry.ac.uk/en/persons/joel-busher/publications/
375,Becky Butler,https://pureportal.coventry.ac.uk/en/persons/becky-butler/publications/
376,Tinashe Bvirindi,https://pureportal.coventry.ac.uk/en/persons/tinashe-bvirindi/publications/
377,Joe Bwembya,https://pureportal.coventry.ac.uk/en/persons/joe-bwembya-2/publications/
378,Maria Cable,https://pureportal.coventry.ac.uk/en/persons/maria-cable/publications/
379,Eko Nur Cahyo,https://pureportal.coventry.ac.uk/en/persons/eko-nur-cahyo/publications/
380,Rui Cai,https://pureportal.coventry.ac.uk/en/persons/rui-cai/publications/
381,Lorena Caires Moreira,https://pureportal.coventry.ac.uk/en/persons/lorena-caires-moreira-2/publications/
382,Aimee Cairns,https://pureportal.coventry.ac.uk/en/persons/aimee-cairns/publications/
383,Lucy Cairns,https://pureportal.coventry.ac.uk/en/persons/lucy-cairns/publications/
384,Emma Calcutt,https://pureportal.coventry.ac.uk/en/persons/emma-calcutt/publications/
385,Scott Calcutt,https://pureportal.coventry.ac.uk/en/persons/scott-calcutt/publications/
386,Joanne Callaghan,https://pureportal.coventry.ac.uk/en/persons/joanne-callaghan/publications/
387,Ellen Calteau,https://pureportal.coventry.ac.uk/en/persons/ellen-calteau/publications/
388,Carol Campion,https://pureportal.coventry.ac.uk/en/persons/carol-campion/publications/
389,Orcun Can,https://pureportal.coventry.ac.uk/en/persons/orcun-can/publications/
390,Sarah Capel,https://pureportal.coventry.ac.uk/en/persons/sarah-capel/publications/
391,Grace Cappy,https://pureportal.coventry.ac.uk/en/persons/grace-cappy/publications/
392,Kassim Caratella,https://pureportal.coventry.ac.uk/en/persons/kassim-caratella/publications/
393,Lara Carballo,https://pureportal.coventry.ac.uk/en/persons/lara-carballo/publications/
394,Fabio Carbone,https://pureportal.coventry.ac.uk/en/persons/fabio-carbone/publications/
395,Nicola Kate Cardenas Blanco,https://pureportal.coventry.ac.uk/en/persons/nicola-kate-cardenas-blanco/publications/
396,Rachael Carew,https://pureportal.coventry.ac.uk/en/persons/rachael-carew/publications/
397,Brian Carey,https://pureportal.coventry.ac.uk/en/persons/brian-carey/publications/
398,Solene Margueret Cargill,https://pureportal.coventry.ac.uk/en/persons/solene-margueret-cargill/publications/
399,Joanne Carlier,https://pureportal.coventry.ac.uk/en/persons/joanne-carlier/publications/
400,Melanie Carpenter,https://pureportal.coventry.ac.uk/en/persons/melanie-carpenter/publications/
401,Martin Carrizales Rodriguez,https://pureportal.coventry.ac.uk/en/persons/martin-carrizales-rodriguez/publications/
402,Julia Carroll,https://pureportal.coventry.ac.uk/en/persons/julia-carroll/publications/
403,Grace Carter,https://pureportal.coventry.ac.uk/en/persons/grace-carter/publications/
404,Jonathan Carter,https://pureportal.coventry.ac.uk/en/persons/jonathan-carter/publications/
405,Steve Carter,https://pureportal.coventry.ac.uk/en/persons/steve-carter/publications/
406,Kelly Cartlidge,https://pureportal.coventry.ac.uk/en/persons/kelly-cartlidge/publications/
407,Paul Cartlidge,https://pureportal.coventry.ac.uk/en/persons/paul-cartlidge/publications/
408,Paul Cashian,https://pureportal.coventry.ac.uk/en/persons/paul-cashian/publications/
409,Julia cassey,https://pureportal.coventry.ac.uk/en/persons/julia-cassey/publications/
410,Jade Catterson,https://pureportal.coventry.ac.uk/en/persons/jade-catterson/publications/
411,Jacqueline Cawston,https://pureportal.coventry.ac.uk/en/persons/jacqueline-cawston-2/publications/
412,Tugce Nur Caya,https://pureportal.coventry.ac.uk/en/persons/tugce-nur-caya/publications/
413,Mateja Celestina,https://pureportal.coventry.ac.uk/en/persons/mateja-celestina/publications/
414,Tiziana Cervi-Wilson,https://pureportal.coventry.ac.uk/en/persons/tiziana-cervi-wilson/publications/
415,Fiona Chaffin,https://pureportal.coventry.ac.uk/en/persons/fiona-chaffin/publications/
416,Arup Chakraborty,https://pureportal.coventry.ac.uk/en/persons/arup-chakraborty/publications/
417,Lucy Chambers,https://pureportal.coventry.ac.uk/en/persons/lucy-chambers/publications/
418,Christopher Chapman,https://pureportal.coventry.ac.uk/en/persons/christopher-chapman/publications/
419,Dennis Chapman,https://pureportal.coventry.ac.uk/en/persons/dennis-chapman/publications/
420,Michael Jahi Chappell,https://pureportal.coventry.ac.uk/en/persons/michael-jahi-chappell/publications/
421,Ioannis Chapsos,https://pureportal.coventry.ac.uk/en/persons/ioannis-chapsos/publications/
422,Oliver Peter Charles,https://pureportal.coventry.ac.uk/en/persons/oliver-peter-charles/publications/
423,Sarah Charles,https://pureportal.coventry.ac.uk/en/persons/sarah-charles/publications/
424,Sue Charlesworth,https://pureportal.coventry.ac.uk/en/persons/sue-charlesworth/publications/
425,Chris Charlton,https://pureportal.coventry.ac.uk/en/persons/chris-charlton/publications/
426,Marian Chatoro,https://pureportal.coventry.ac.uk/en/persons/marian-chatoro/publications/
427,Omid Chatrabgoun,https://pureportal.coventry.ac.uk/en/persons/omid-chatrabgoun/publications/
428,Rupinderjit Cheema,https://pureportal.coventry.ac.uk/en/persons/rupinderjit-cheema/publications/
429,Junyuan Chen,https://pureportal.coventry.ac.uk/en/persons/junyuan-chen/publications/
430,Long Chen,https://pureportal.coventry.ac.uk/en/persons/long-chen/publications/
431,Yu-Hua Chen,https://pureportal.coventry.ac.uk/en/persons/yu-hua-chen-chen/publications/
432,Yung-Fang Chen,https://pureportal.coventry.ac.uk/en/persons/yung-fang-chen/publications/
433,Zheci Chen,https://pureportal.coventry.ac.uk/en/persons/zheci-chen-2/publications/
434,Suganya Chendilnathan,https://pureportal.coventry.ac.uk/en/persons/suganya-chendilnathan/publications/
435,Yan Cheng Cheng,https://pureportal.coventry.ac.uk/en/persons/yan-cheng-cheng/publications/
436,Sariya Cheruvallil-Contractor,https://pureportal.coventry.ac.uk/en/persons/sariya-cheruvallil-contractor/publications/
437,Mehul Chhatbar,https://pureportal.coventry.ac.uk/en/persons/mehul-chhatbar/publications/
438,Lavion Chifundu,https://pureportal.coventry.ac.uk/en/persons/lavion-chifundu/publications/
439,Lilian Chike-Afoekelu,https://pureportal.coventry.ac.uk/en/persons/lilian-chike-afoekelu/publications/
440,Dennis Chikobvu,https://pureportal.coventry.ac.uk/en/persons/dennis-chikobvu/publications/
441,Uchenna Chima,https://pureportal.coventry.ac.uk/en/persons/uchenna-chima/publications/
442,Hillary Chindodo,https://pureportal.coventry.ac.uk/en/persons/hillary-chindodo/publications/
443,Danstan Chiponde,https://pureportal.coventry.ac.uk/en/persons/danstan-chiponde/publications/
444,Danielle Nicole Chippett,https://pureportal.coventry.ac.uk/en/persons/danielle-nicole-chippett/publications/
445,Wilfred Chitembwe,https://pureportal.coventry.ac.uk/en/persons/wilfred-chitembwe/publications/
446,Reason Chivaka,https://pureportal.coventry.ac.uk/en/persons/reason-chivaka/publications/
447,Ravinder Cholia,https://pureportal.coventry.ac.uk/en/persons/ravinder-cholia/publications/
448,Heng Jie Choong,https://pureportal.coventry.ac.uk/en/persons/heng-jie-choong/publications/
449,Graham Chorlton,https://pureportal.coventry.ac.uk/en/persons/graham-chorlton/publications/
450,Kubra Choudhry,https://pureportal.coventry.ac.uk/en/persons/kubra-choudhry/publications/
451,Jesper Christensen,https://pureportal.coventry.ac.uk/en/persons/jesper-christensen/publications/
452,Matej Christiaens,https://pureportal.coventry.ac.uk/en/persons/matej-christiaens/publications/
453,Stavros Christopoulos,https://pureportal.coventry.ac.uk/en/persons/stavros-christopoulos/publications/
454,Chigozile Nnamdi Chuku,https://pureportal.coventry.ac.uk/en/persons/chigozile-nnamdi-chuku/publications/
455,Kemi Chukwuma-Nwuba,https://pureportal.coventry.ac.uk/en/persons/kemi-chukwuma-nwuba/publications/
456,Virginia Cinquemani,https://pureportal.coventry.ac.uk/en/persons/virginia-cinquemani/publications/
457,Rosamaria Kostic Cisneros,https://pureportal.coventry.ac.uk/en/persons/rosamaria-kostic-cisneros/publications/
458,Priscilla Claeys,https://pureportal.coventry.ac.uk/en/persons/priscilla-claeys/publications/
459,Michelle Clare,https://pureportal.coventry.ac.uk/en/persons/michelle-clare/publications/
460,Cain Clark,https://pureportal.coventry.ac.uk/en/persons/cain-clark/publications/
461,Sam Clark,https://pureportal.coventry.ac.uk/en/persons/sam-clark/publications/
462,Adrian Clarke,https://pureportal.coventry.ac.uk/en/persons/adrian-clarke/publications/
463,Hayley Clarke,https://pureportal.coventry.ac.uk/en/persons/hayley-clarke/publications/
464,Louise Clarke,https://pureportal.coventry.ac.uk/en/persons/louise-clarke/publications/
465,Neil Clarke,https://pureportal.coventry.ac.uk/en/persons/neil-clarke/publications/
466,Samantha Clarke,https://pureportal.coventry.ac.uk/en/persons/samantha-clarke/publications/
467,Marjolein Cleaver,https://pureportal.coventry.ac.uk/en/persons/marjolein-cleaver/publications/
468,Suzanne Clisby,https://pureportal.coventry.ac.uk/en/persons/suzanne-clisby/publications/
